"","Kingdom","Phylum","Class","Order","Family","Genus","Species","sa1"
"242703","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Acidilobales","f__Acidilobaceae","g__Acidilobus","s__saccharovorans",39
"2276","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","s__",3
"1104324","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","s__ferrireducens",64
"121277","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","s__arsenaticum",46
"13773","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","s__aerophilum",18
"2277","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","s__islandicum",11
"70771","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","s__neutrophilum",8
"181486","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Pyrobaculum","s__calidifontis",2
"76887","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Caldivirga","s__maquilingensis",84
"2271","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Thermoproteus","s__tenax",25
"184117","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Thermoproteus","s__uzoniensis",12
"985052","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Vulcanisaeta","s__moutnovskia",22
"164451","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Vulcanisaeta","s__distributa",14
"164452","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermoproteales","f__Thermoproteaceae","g__Vulcanisaeta","s__souniana",1
"2926850","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermofilales","f__Thermofilaceae","g__Infirmifilum","s__sp. NZ",76
"1550241","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermofilales","f__Thermofilaceae","g__Infirmifilum","s__uzonense",4
"2776706","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermofilales","f__Thermofilaceae","g__Infirmifilum","s__lucidum",3
"1365176","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermofilales","f__Thermofilaceae","g__Thermofilum","s__adornatum",44
"2269","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Thermofilales","f__Thermofilaceae","g__Thermofilum","s__pendens",12
"683846","k__Archaea","p__Thermoproteota","c__Thermoprotei","o__Fervidicoccales","f__Fervidicoccaceae","g__Fervidicoccus","s__fontis",7
"338190","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__","s__",46
"338191","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__",4
"1470067","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__ureiphilus",482
"1959104","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__oxyclinae",278
"2508726","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__Candidatus Nitrosopumilus sp. SW",67
"2795383","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__sp. K4",40
"2024843","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__sp.",10
"1582439","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__piranensis",102
"1229909","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__Candidatus Nitrosopumilus sediminis",64
"718286","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__zosterae",53
"338192","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__maritimus",51
"1580092","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__adriaticus",46
"1470066","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__cobalaminigenes",16
"1510466","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosopumilus","s__Candidatus Nitrosopumilus koreensis",14
"1898749","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Candidatus Nitrosomarinus","s__catalina",123
"2259673","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrosopumilales","f__Nitrosopumilaceae","g__Nitrosarchaeum","s__sp. AC2",46
"1826872","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrososphaeraceae","g__Candidatus Nitrosocosmicus","s__hydrocola",293
"1798806","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrososphaeraceae","g__Candidatus Nitrosocosmicus","s__franklandus",146
"1353260","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrososphaeraceae","g__Candidatus Nitrosocosmicus","s__oleophilus",33
"497726","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrososphaeraceae","g__Nitrososphaera","s__",4
"1034015","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrososphaeraceae","g__Nitrososphaera","s__viennensis",36
"497727","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrososphaeraceae","g__Nitrososphaera","s__Candidatus Nitrososphaera gargensis",33
"1459637","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Nitrososphaerales","f__Nitrososphaeraceae","g__Nitrososphaera","s__Candidatus Nitrososphaera evergladensis",18
"498374","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Candidatus Nitrosocaldales","f__Candidatus Nitrosocaldaceae","g__Candidatus Nitrosocaldus","s__",2
"1825023","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Candidatus Nitrosocaldales","f__Candidatus Nitrosocaldaceae","g__Candidatus Nitrosotenuis","s__",50
"1353246","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Candidatus Nitrosocaldales","f__Candidatus Nitrosocaldaceae","g__Candidatus Nitrosotenuis","s__chungbukensis",207
"1846278","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Candidatus Nitrosocaldales","f__Candidatus Nitrosocaldaceae","g__Candidatus Nitrosotenuis","s__aquarius",36
"1603555","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Candidatus Nitrosocaldales","f__Candidatus Nitrosocaldaceae","g__Candidatus Nitrosotenuis","s__cloacae",11
"2259672","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Candidatus Nitrosocaldales","f__Candidatus Nitrosocaldaceae","g__Candidatus Nitrosotenuis","s__sp. DW1",8
"1903276","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Candidatus Nitrosocaldales","f__Candidatus Nitrosocaldaceae","g__Candidatus Nitrosotalea","s__okcheonensis",135
"1410606","k__Archaea","p__Nitrososphaerota","c__Nitrososphaeria","o__Candidatus Nitrosocaldales","f__Candidatus Nitrosocaldaceae","g__Candidatus Nitrosopelagicus","s__brevis",31
"1874277","k__Archaea","p__Nitrososphaerota","c__Conexivisphaeria","o__Conexivisphaerales","f__Conexivisphaeraceae","g__Conexivisphaera","s__calida",1
"46632","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Picrophilaceae","g__Picrophilus","s__oshimae",302
"74968","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Ferroplasmaceae","g__Ferroplasma","s__",18
"2591003","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Ferroplasmaceae","g__Ferroplasma","s__sp.",40
"97393","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Ferroplasmaceae","g__Ferroplasma","s__acidarmanus",2
"1872114","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Ferroplasmaceae","g__Acidiplasma","s__sp.",5
"2303","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Thermoplasmataceae","g__Thermoplasma","s__acidophilum",25
"50339","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Thermoplasmataceae","g__Thermoplasma","s__volcanium",23
"1673428","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Thermoplasmatales","f__Cuniculiplasmataceae","g__Cuniculiplasma","s__divulgatum",20
"1577791","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomassiliicoccaceae","g__Candidatus Methanoplasma","s__termitum",88
"1406512","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomassiliicoccaceae","g__Methanomassiliicoccus","s__Candidatus Methanomassiliicoccus intestinalis",84
"1291540","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomethylophilaceae","g__Methanomethylophilus","s__alvi",28
"379547","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomethylophilaceae","g__Candidatus Aciduliprofundum","s__boonei",180
"673860","k__Archaea","p__Candidatus Thermoplasmatota","c__Thermoplasmata","o__Methanomassiliicoccales","f__Methanomethylophilaceae","g__Candidatus Aciduliprofundum","s__Aciduliprofundum sp. MAR08-339",103
"2594042","k__Archaea","p__Candidatus Lokiarchaeota","c__Candidatus Lokiarchaeia","o__Candidatus Prometheoarchaeales","f__Candidatus Prometheoarchaeaceae","g__Candidatus Prometheoarchaeum","s__syntrophicum",539
"1920749","k__Archaea","p__Candidatus Micrarchaeota","c__","o__","f__","g__Candidatus Mancarchaeum","s__acidiphilum",26
"2282148","k__Archaea","p__Candidatus Micrarchaeota","c__Candidatus Micrarchaeia","o__Candidatus Micrarchaeales","f__Candidatus Micrarchaeaceae","g__Candidatus Micrarchaeum","s__sp.",22
"2586965","k__Archaea","p__Nanoarchaeota","c__Nanobdellia","o__Nanobdellales","f__Nanobdellaceae","g__Nanobdella","s__aerobiophila",32
"2565781","k__Archaea","p__Candidatus Nanohalarchaeota","c__Candidatus Nanohalobia","o__Candidatus Nanohalobiales","f__Candidatus Nanohalobiaceae","g__Candidatus Nanohalobium","s__constans",6
"2942966","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__","s__",185
"2942989","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Afonbuvirus","s__",286760
"2955232","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Afonbuvirus","s__coli",1330245
"2955233","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Afonbuvirus","s__faecalis",514605
"2955234","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Afonbuvirus","s__intestinihominis",508485
"2955579","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Canhaevirus","s__hiberniae",18067
"2955578","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Canhaevirus","s__faecalis",11
"2942991","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Cohcovirus","s__",76
"2955712","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Cohcovirus","s__splanchnicus",1628
"2955711","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Cohcovirus","s__hiberniae",903
"2942992","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Culoivirus","s__",24
"2955725","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Culoivirus","s__americanus",53
"2955727","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Culoivirus","s__intestinalis",47
"2955726","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Culoivirus","s__faecalis",3
"2948643","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buhlduvirus","s__",394
"2955556","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buhlduvirus","s__animalis",3450
"2955557","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buhlduvirus","s__porcinus",84
"2955563","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Cacepaovirus","s__simiae",90
"2955560","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Burzaovirus","s__coli",1
"2946811","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Aurodevirus","s__",1332
"2955382","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Aurodevirus","s__hiberniae",3
"2955429","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Besingivirus","s__coli",17
"2955498","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Birpovirus","s__hiberniae",12
"2942994","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","s__",2
"2955555","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","s__splanchnicus",489
"2955550","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","s__faecalis",5
"2955553","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Suoliviridae","g__Buchavirus","s__intestinalis",4
"2955907","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Fohxhuevirus","s__gastrointestinalis",6282
"2955969","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Hacihdavirus","s__animalis",2
"2955735","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Dabirmavirus","s__hominis",23
"2955582","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Carjivirus","s__communis",13
"2955583","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Carjivirus","s__hominis",3
"2955741","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Delmidovirus","s__splanchnicus",5
"2955762","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Intestiviridae","g__Diorhovirus","s__intestinalis",3
"2956060","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Crevaviridae","g__Kingevirus","s__communis",3853
"2956048","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Crevaviridae","g__Kahucivirus","s__intestinalis",1
"2956034","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Crevaviridae","g__Junduvirus","s__communis",3
"2956054","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Steigviridae","g__Kehishuvirus","s__splanchnicus",22
"2956180","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Steigviridae","g__Mahstovirus","s__faecalis",3
"2956255","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Steigviridae","g__Pamirivirus","s__faecium",2
"2956268","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Steigviridae","g__Paundivirus","s__hollandii",1
"2956106","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Steigviridae","g__Lebriduvirus","s__gastrointestinalis",1
"2956321","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Steigviridae","g__Pipoluvirus","s__rarus",1
"1985329","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Moonvirus","s__",179
"1985342","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Moonvirus","s__moon",26
"3060391","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Moonvirus","s__kayemsixteen",2
"1985341","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Moonvirus","s__merlin",1
"2560383","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Moonvirus","s__cf1",1
"10663","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Tequatrovirus","s__",15
"2844226","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Tequatrovirus","s__pe37",28
"2846203","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Tequatrovirus","s__shfml11",1
"2846681","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Tequatrovirus","s__zeen18",1
"2049937","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Tequatrovirus","s__hy01",1
"1914165","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Dhakavirus","s__",22
"1914195","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Dhakavirus","s__vr5",1
"1914160","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Mosigvirus","s__JS09",4
"2956204","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Mosigvirus","s__p000v",1
"1913650","k__Viruses","p__Uroviricota","c__Caudoviricetes","o__Crassvirales","f__Straboviridae","g__Karamvirus","s__",1
